time,TDBc_ugperkg,TDBc_ugperml,Btumor,IL6combo
43.0988194876561,13.8015698056187,0.375246596128838,0.012569913842126,0.229812324218696
43.2348552750252,12.2552710853185,0.333204760340362,-0.0574968182344434,0.188405425614189
43.3708910623943,10.9378023180025,0.297384511093052,-0.00724650954345474,0.15375598227711
43.5069268497635,9.8153414382712,0.266866270752344,0.0250496677936309,0.126132240461218
43.6429626371326,8.8588903105393,0.240861618013575,0.00278718711674925,0.105504335629045
43.7394766172354,8.26729639461695,0.224776954720417,-0.00713442585318817,0.0948755064082909
43.816852198695,7.83906336943253,0.21313385996282,-0.000818553783814548,0.0884269669379307
43.8942277801546,7.44788360199262,0.202498194725193,0.00273901146611973,0.0834107643657619
43.9716033616143,7.09047424477901,0.192780702685672,0.000670434457252244,0.0794168624494528
44.0469312133988,6.77212289283678,0.184125146624165,-0.000996974330236327,0.0762001588040988
44.1222590651833,6.48042153443002,0.176194168962208,-0.000535509895322224,0.0734314159582403
44.1975869169678,6.21304969257254,0.168924678971521,0.000185226972482575,0.0709767122082036
44.2729147687523,5.96788818334581,0.162259058818538,0.000299517324168798,0.0687563130574881
44.3482426205368,5.74300371764923,0.156144744906178,7.63363597805829e-05,0.0667213081275839
44.4354228646646,5.50574919128651,0.149694105255207,-6.46049629378571e-05,0.0645566982234374
44.5226031087924,5.29081115702851,0.143850221778915,-2.90320868049914e-05,0.0625655119893694
44.6097833529201,5.09594843623914,0.138552159767241,1.96194303115746e-05,0.0607268517409012
44.6969635970479,4.91914769546398,0.133745179322022,1.77656110153252e-05,0.0590251686176219
44.7841438411757,4.75859737980762,0.129380026639685,2.742229122898e-05,0.0574483447459004
44.9694296084492,4.46436491784057,0.121380231588922,5.76342917887938e-06,0.0544585969189441
45.1547153757226,4.22303797791154,0.11481886834996,3.057832868983e-05,0.0518880531007074
45.3400011429961,4.02379588083337,0.109401736836144,2.1088040632122e-05,0.049663770116264
45.5252869102695,3.85816546586576,0.104898462910978,9.67493093056239e-06,0.0477249548881708
45.710572677543,3.71944034844666,0.101126708766902,2.2193810428755e-06,0.046020545721704
46.0450941277043,3.52141702562792,0.0957427141280022,1.06671990908097e-06,0.0434102038541542
46.3796155778656,3.37049165192935,0.0916392510040605,1.63675298410561e-06,0.0412449228758423
46.7141370280269,3.25068914683984,0.0883819778912409,1.0706346125589e-06,0.0394018487661289
47.0486584781882,3.15199353299907,0.0856985734910023,1.82494682377868e-07,0.0378005763922918
47.3831799283495,3.06787825739812,0.0834115893800469,-2.98206469292679e-08,0.0363863249437652
47.8675350933647,2.9635754356752,0.0805757323457096,4.10723299164503e-07,0.0345968698899595
48.3518902583799,2.87178401555224,0.0780800439247483,1.86185692522671e-07,0.033062607087099
48.8362454233951,2.78760428800067,0.0757913074497192,9.19619483190593e-08,0.0317550235901782
49.3206005884103,2.70862482782612,0.0736439594297477,3.57948261613263e-08,0.030660608665714
49.8049557534255,2.63352085425072,0.071601980811602,5.36434012246004e-08,0.0297729769638862
50.7088369830519,2.5012613400474,0.0680060179458239,1.26445988701186e-08,0.0286496086375363
51.6127182126782,2.37651875007165,0.0646144303989029,-3.0900940746942e-12,0.0282239701277634
52.5165994423045,2.25812522867227,0.0613954657061521,4.45131650900556e-10,0.0283823570447035
53.4204806719308,2.14575708539216,0.0583403231482371,2.76645389750621e-09,0.0290360385422174
54.3243619015571,2.03911509844476,0.0554408672769103,3.74293511713186e-10,0.0300806753534457
55.3357039993284,1.92612493624654,0.0523688128397645,3.63179905197862e-09,0.0315653411134545
56.3470460970997,1.81936832175367,0.0494662403956952,1.3757016854572e-09,0.0331671611835737
57.358388194871,1.71849155174315,0.0467235332175951,2.28082134780821e-09,0.0346280480403786
58.3697302926423,1.6232033265615,0.0441327712496328,1.14645018279702e-09,0.0356994349337854
59.3810723904136,1.5332051988035,0.0416858400979744,2.27701712680252e-10,0.0362144922196916
60.3924144881848,1.44819187817828,0.0393744393196922,5.70452721821771e-11,0.036134349186746
61.5877560972943,1.35375547403361,0.0368068372494185,3.2957532392799e-10,0.0353881533407486
62.7830977064038,1.26546622980644,0.0344063684014801,1.97246181874255e-09,0.0342019797420813
63,1.25007421678346,0.0339878797385387,9.17046941706118e-10,0.0339702676062752
63,41.2500742167835,1.12153545994517,9.17046941706118e-10,0.0339702676062752
63.0004066918005,41.2323021516308,1.12105226078387,9.07610097119593e-10,0.0400033357758456
63.000813383601,41.2145379805444,1.12056927625189,8.98268083673036e-10,0.0459181390117812
63.0012200754015,41.1967818666731,1.12008651078502,8.89021946742895e-10,0.0517144898443946
63.0040111634923,41.0751307384242,1.11677897603111,8.2793317940347e-10,0.0886860419738253
63.0068022515832,40.9538539576551,1.11348161929459,7.70977160976238e-10,0.120904373798857
63.0095933396741,40.8329542681475,1.1101945151753,7.17927295413738e-10,0.148903035430799
63.0123844277649,40.7124318989738,1.10691766990141,6.68530166501362e-10,0.17321378461192
63.021503223505,40.3212872998674,1.09628296084468,5.29797252976474e-10,0.231945891605763
63.0285148036883,40.0232420073808,1.08817949992879,4.43100859063234e-10,0.261864645395506
63.0355263838715,39.7275335007575,1.08013957315817,3.70598184396155e-10,0.282903920513309
63.0425379640547,39.4341435964232,1.07216268614527,3.0995498276608e-10,0.297643827699427
63.0495495442379,39.1430551866185,1.06424837375254,2.59237472955524e-10,0.307892638977631
63.0565611244212,38.854251590449,1.05639618244831,2.16826028948799e-10,0.314960112476852
63.0656185310086,38.4845363910971,1.0463441106878,1.7218974693569e-10,0.320834753503331
63.074675937596,38.1185701439228,1.036393968024,1.36757390223101e-10,0.324350446757205
63.0837333441834,37.7563171701108,1.02654478439671,1.08614129895976e-10,0.326379801915522
63.0927907507709,37.3977421009571,1.01679559817719,8.6260457983958e-11,0.327445188101169
63.1018481573583,37.042809888787,1.00714545646512,6.85095249005891e-11,0.327876155093582
63.1167835350203,36.4654019939612,0.991446492494866,4.69692024464318e-11,0.327706667249458
63.1317189126824,35.8976509982757,0.976010086956925,3.22387751191547e-11,0.326971355501544
63.1466542903444,35.3394048862611,0.960832106749894,2.2109768036036e-11,0.325933695858774
63.1615896680064,34.7905138335938,0.945908478346759,1.51427780209237e-11,0.324679141262993
63.1765250456684,34.2508301299692,0.931235185697911,1.0366315000634e-11,0.323242333941378
